Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,ECNFee,P / L,
11:16:19,FCEL,B,24.65,480,SMRT,BEST,U11649201,Margin,260626018947.0,0,-67.20,
11:16:19,FCEL,B,24.63,20,SMRT,BEST,U11649201,Margin,260626018947.0,0,-2.40,
11:15:25,FCEL,SS,24.51,300,SMRT,NASD,U11649201,Short,260626018902.0,0,0.00,
11:15:25,FCEL,SS,24.51,100,SMRT,NASD,U11649201,Short,260626018902.0,0,0.00,
11:15:25,FCEL,SS,24.51,100,SMRT,NASD,U11649201,Short,260626018902.0,0,0.00,
11:06:05,FCEL,SS,25.07,139,SMRT,NASD,U11649201,Short,260626018260.0,0,0.00,
11:06:05,FCEL,SS,25.07,127,SMRT,NASD,U11649201,Short,260626018260.0,0,0.00,
11:06:05,FCEL,SS,25.07,791,SMRT,NASD,U11649201,Short,260626018260.0,0,0.00,
11:06:05,FCEL,SS,25.07,155,SMRT,NASD,U11649201,Short,260626018260.0,0,0.00,
11:06:05,FCEL,SS,25.07,121,SMRT,BEST,U11649201,Short,260626018260.0,0,0.00,
10:42:02,MU,B,1166.59,10,SMRT,BEST,U11649201,Margin,260626016602.0,0,0.00,
10:42:02,MU,B,1166.59,11,SMRT,BEST,U11649201,Margin,260626016602.0,0,0.00,
11:12:39,FCEL,B,24.9885,144,SMRT,BEST,U11649201,Margin,260626018760.0,0,-1.22,
11:12:39,FCEL,B,24.9885,1679,SMRT,BEST,U11649201,Margin,260626018760.0,0,-14.27,
11:12:39,FCEL,B,24.97,100,SMRT,BEST,U11649201,Margin,260626018760.0,0,1.00,
09:44:18,TSLA,S,373.18,16,SMRT,BEST,U11649201,Margin,260626008300.0,0,0.02,
10:14:52,MU,B,1188.4,27,SMRT,BEST,U11649201,Margin,260626013739.0,0,0.00,
10:24:04,MU,S,1188.44,11,SMRT,BEST,U11649201,Margin,260626014821.0,0,-39.05,
09:43:57,TSLA,SS,373.59,16,SMRT,BEST,U11649201,Short,260626008216.0,0,6.58,
