Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,ECNFee,P / L,
15:15:51,AMZN,B,243.2,78,SMRT,BEST,IB,Margin,260701028860.0,0,20.28,
15:15:51,AMZN,B,243.19,350,SMRT,BEST,IB,Margin,260701028860.0,0,94.50,
15:14:43,AMZN,B,243.02,100,SMRT,BEST,IB,Margin,260701028839.0,0,44.00,
15:14:43,AMZN,B,243.02,6,SMRT,BEST,IB,Margin,260701028839.0,0,2.64,
15:13:40,AMZN,B,243.18,133,SMRT,BEST,IB,Margin,260701028816.0,0,37.24,
15:13:37,AMZN,B,243.17,100,SMRT,BEST,IB,Margin,260701028815.0,0,29.00,
15:13:37,AMZN,B,243.17,66,SMRT,BEST,IB,Margin,260701028815.0,0,19.14,
15:10:19,AMZN,SS,243.46,783,SMRT,BEST,IB,Short,260701028751.0,0,0.00,
15:10:19,AMZN,SS,243.46,50,SMRT,BEST,IB,Short,260701028751.0,0,0.00,
15:10:13,AMZN,S,243.49,5,SMRT,BEST,IB,Margin,260701028750.0,0,-2.28,
15:10:13,AMZN,S,243.49,170,SMRT,BEST,IB,Margin,260701028750.0,0,-77.52,
15:10:13,AMZN,S,243.5,350,SMRT,BEST,IB,Margin,260701028750.0,0,-156.09,
15:10:13,AMZN,S,243.5,100,SMRT,BEST,IB,Margin,260701028750.0,0,-44.60,
15:06:54,AMZN,B,243.93,100,SMRT,BEST,IB,Margin,260701028661.0,0,0.00,
15:06:54,AMZN,B,243.9483,300,SMRT,BEST,IB,Margin,260701028661.0,0,0.00,
15:06:54,AMZN,B,243.95,225,SMRT,BEST,IB,Margin,260701028661.0,0,0.00,
15:02:43,MSFT,S,387.095,75,SMRT,BEST,IB,Margin,260701028489.0,0,4.14,
15:02:43,MSFT,S,387.095,265,SMRT,BEST,IB,Margin,260701028489.0,0,14.64,
15:01:59,MSFT,S,387.1621,42,SMRT,BEST,IB,Margin,260701028464.0,0,5.14,
15:01:59,MSFT,S,387.16,43,SMRT,BEST,IB,Margin,260701028464.0,0,5.17,
15:01:49,MSFT,B,387.025,7,SMRT,BEST,IB,Margin,260701028462.0,0,0.00,
15:01:49,MSFT,B,387.04,78,SMRT,BEST,IB,Margin,260701028462.0,0,0.00,
15:01:49,MSFT,B,387.04,340,SMRT,BEST,IB,Margin,260701028462.0,0,0.00,
14:29:35,SPCX,S,158.655,79,SMRT,BEST,IB,Margin,260701027001.0,0,16.20,
14:29:16,SPCX,S,158.5112,19,SMRT,BEST,IB,Margin,260701026982.0,0,1.16,
14:28:56,SPCX,B,158.45,98,SMRT,BEST,IB,Margin,260701026956.0,0,0.00,
10:44:33,MSTZ,B,13.0493,434,SMRT,BEST,IB,Margin,260701017653.0,0,0.00,
11:39:02,MARA,B,13.785,166,SMRT,BEST,IB,Margin,260701021840.0,0,13.28,
10:15:35,BE,S,313.44,49,SMRT,BEST,IB,Margin,260701014245.0,0,2.04,
10:15:35,BE,S,313.44,50,SMRT,BEST,IB,Margin,260701014245.0,0,2.09,
10:03:54,META,SS,614.79,45,SMRT,NASD,IB,Short,260701012518.0,0,178.65,
10:48:42,MRVL,B,278.41,23,SMRT,BEST,IB,Margin,260701018273.0,0,0.00,
10:48:42,MRVL,B,278.41,34,SMRT,BEST,IB,Margin,260701018273.0,0,0.00,
09:48:10,MU,B,1095.95,20,SMRT,BEST,IB,Margin,260701009721.0,0,0.00,
09:43:11,NKE,B,41.24,75,SMRT,BEST,IB,Margin,260701008654.0,0,-73.12,
09:40:46,NKE,B,40.725,150,SMRT,BEST,IB,Margin,260701008102.0,0,-69.00,
11:36:44,MARA,SS,13.865,7,SMRT,BEST,IB,Short,260701021746.0,0,0.00,
11:36:44,MARA,SS,13.865,826,SMRT,BEST,IB,Short,260701021746.0,0,0.00,
12:01:22,TC,B,4.3883,1,SMRT,BEST,IB,Margin,260701022691.0,0,0.05,
10:06:44,PLTR,S,125.295,20,SMRT,BEST,IB,Margin,260701012930.0,0,29.10,
10:34:02,IRE,B,14.9,100,SMRT,BEST,IB,Margin,260701016347.0,0,12.00,
10:06:44,PLTR,S,125.295,13,SMRT,BEST,IB,Margin,260701012930.0,0,18.91,
09:55:39,PLTR,B,123.84,196,SMRT,BEST,IB,Margin,260701011299.0,0,0.00,
09:47:34,MU,B,1093.37,11,SMRT,BEST,IB,Margin,260701009573.0,0,0.00,
09:47:34,MU,B,1093.37,12,SMRT,BEST,IB,Margin,260701009573.0,0,0.00,
10:47:07,MSTZ,S,13.155,84,SMRT,BEST,IB,Margin,260701018091.0,0,7.86,
10:47:07,MSTZ,S,13.155,72,SMRT,BEST,IB,Margin,260701018091.0,0,6.74,
11:59:25,TC,SS,4.435,1,SMRT,BEST,IB,Short,260701022636.0,0,0.00,
09:59:41,PLTR,SS,124.675,25,SMRT,BEST,IB,Short,260701011791.0,0,20.88,
09:42:27,NKE,B,40.9688,75,SMRT,BEST,IB,Margin,260701008504.0,0,-52.78,
10:02:24,META,B,610.82,45,SMRT,BEST,IB,Margin,260701012305.0,0,0.00,
10:02:24,META,B,610.82,45,SMRT,BEST,IB,Margin,260701012305.0,0,0.00,
09:33:37,CRWV,B,86.1255,90,SMRT,BEST,IB,Margin,260701006293.0,0,11.21,
09:33:37,CRWV,B,86.1255,92,SMRT,BEST,IB,Margin,260701006293.0,0,11.45,
09:33:37,CRWV,B,86.128,188,SMRT,BEST,IB,Margin,260701006293.0,0,22.94,
09:40:03,NKE,B,40.6886,75,SMRT,BEST,IB,Margin,260701007915.0,0,-31.77,
09:59:15,PLTR,S,124.29,31,SMRT,BEST,IB,Margin,260701011734.0,0,13.95,
09:59:15,PLTR,S,124.29,39,SMRT,BEST,IB,Margin,260701011733.0,0,17.55,
09:52:18,MU,S,1093.09,4,SMRT,BEST,IB,Margin,260701010666.0,0,0.23,
09:52:18,MU,S,1093.31,96,SMRT,BEST,IB,Margin,260701010666.0,0,26.52,
09:52:18,MU,S,1093.31,4,SMRT,BEST,IB,Margin,260701010666.0,0,1.11,
09:52:18,MU,S,1093.32,9,SMRT,BEST,IB,Margin,260701010666.0,0,2.58,
10:32:57,IRE,B,14.9675,100,SMRT,BEST,IB,Margin,260701016208.0,0,5.25,
10:32:39,IRE,B,14.96,200,SMRT,BEST,IB,Margin,260701016171.0,0,12.00,
10:51:02,SOXL,S,227.9127,55,SMRT,BEST,IB,Margin,260701018580.0,0,16.92,
10:05:33,META,S,613.79,22,SMRT,BEST,IB,Margin,260701012772.0,0,65.34,
10:05:33,META,S,613.79,23,SMRT,BEST,IB,Margin,260701012772.0,0,68.31,
10:46:02,MSTZ,SS,13.2107,56,SMRT,BEST,IB,Short,260701017928.0,0,8.36,
10:46:02,MSTZ,SS,13.215,100,SMRT,BEST,IB,Short,260701017928.0,0,15.36,
10:32:29,IRE,SS,15.02,400,SMRT,BEST,IB,Short,260701016143.0,0,0.00,
09:35:30,NKE,SS,40.265,375,SMRT,BEST,IB,Short,260701006767.0,0,0.00,
09:44:12,META,S,600.38,19,SMRT,BEST,IB,Margin,260701008865.0,0,-112.58,
09:44:12,META,S,600.38,19,SMRT,BEST,IB,Margin,260701008865.0,0,-112.58,
10:50:25,SOXL,B,227.605,108,SMRT,BEST,IB,Margin,260701018499.0,0,0.00,
10:50:25,SOXL,B,227.605,2,SMRT,BEST,IB,Margin,260701018499.0,0,0.00,
09:44:06,META,S,601.415,1,SMRT,BEST,IB,Margin,260701008850.0,0,-4.89,
09:33:10,CRWV,SS,86.25,370,SMRT,NASD,IB,Short,260701006164.0,0,0.00,
09:44:06,META,S,601.415,17,SMRT,BEST,IB,Margin,260701008850.0,0,-83.14,
09:44:06,META,S,601.415,19,SMRT,BEST,IB,Margin,260701008850.0,0,-92.92,
10:45:29,MSTZ,SS,13.165,312,SMRT,BEST,IB,Short,260701017839.0,0,32.32,
09:44:04,META,SS,601.675,37,SMRT,BEST,IB,Short,260701008840.0,0,-171.32,
09:44:04,META,SS,601.675,38,SMRT,BEST,IB,Short,260701008840.0,0,-175.95,
10:45:16,MSTZ,B,13.09,4,SMRT,NASD,IB,Margin,260701017777.0,0,0.00,
10:45:16,MSTZ,B,13.09,100,SMRT,NASD,IB,Margin,260701017777.0,0,0.00,
10:45:15,MSTZ,B,13.088,86,SMRT,BEST,IB,Margin,260701017775.0,0,0.00,
09:39:26,META,B,608.895,37,SMRT,BEST,IB,Margin,260701007779.0,0,0.00,
10:08:41,BE,B,313.32,74,SMRT,BEST,IB,Margin,260701013229.0,0,0.00,
09:32:52,CRWV,B,87.148,67,SMRT,BEST,IB,Margin,260701006091.0,0,-31.36,
11:42:22,MARA,B,13.845,667,SMRT,BEST,IB,Margin,260701021972.0,0,13.34,
09:39:19,META,B,608.0355,25,SMRT,BEST,IB,Margin,260701007763.0,0,0.00,
10:55:28,SOXL,S,227.5,44,SMRT,BEST,IB,Margin,260701018953.0,0,-4.62,
10:49:55,MRVL,S,278.86,57,SMRT,BEST,IB,Margin,260701018390.0,0,25.65,
09:48:46,MU,B,1091.01,22,SMRT,BEST,IB,Margin,260701009859.0,0,0.00,
10:08:28,BE,B,313.63,8,SMRT,BEST,IB,Margin,260701013198.0,0,0.00,
10:08:28,BE,B,313.63,17,SMRT,BEST,IB,Margin,260701013198.0,0,0.00,
09:43:36,META,B,604.725,88,SMRT,BEST,IB,Margin,260701008737.0,0,0.00,
10:55:13,SOXL,SS,228.2552,11,SMRT,BEST,IB,Short,260701018933.0,0,7.15,
09:48:43,MU,B,1092.27,27,SMRT,BEST,IB,Margin,260701009842.0,0,0.00,
10:01:01,PLTR,S,124.54,16,SMRT,BEST,IB,Margin,260701012075.0,0,11.20,
10:01:01,PLTR,SS,124.555,20,SMRT,BEST,IB,Short,260701012074.0,0,14.30,
10:04:15,PLTR,SS,125.095,32,SMRT,BEST,IB,Short,260701012605.0,0,40.16,
09:32:35,CRWV,SS,86.68,67,SMRT,BEST,IB,Short,260701006031.0,0,0.00,
09:48:28,MU,B,1092.99,21,SMRT,BEST,IB,Margin,260701009782.0,0,0.00,
