Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,ECNFee,P / L,
09:39:28,NVDA,SS,194.07,41,SMRT,BEST,IB,Short,260629007748.0,0,0.00,
09:39:28,NVDA,SS,194.1212,15,SMRT,BEST,IB,Short,260629007747.0,0,0.00,
09:39:28,NVDA,S,194.1274,100,SMRT,BEST,IB,Margin,260629007746.0,0,-74.26,
09:39:28,NVDA,S,194.126,56,SMRT,BEST,IB,Margin,260629007746.0,0,-41.66,
09:39:28,NVDA,SS,194.13,17,SMRT,BEST,IB,Short,260629007745.0,0,-12.58,
09:39:06,TSLA,SS,387.31,9,SMRT,BEST,IB,Short,260629007657.0,0,21.69,
09:39:06,TSLA,SS,387.28,10,SMRT,BEST,IB,Short,260629007656.0,0,23.80,
09:38:35,TSLA,SS,387.38,11,SMRT,BEST,IB,Short,260629007538.0,0,27.28,
09:38:35,TSLA,SS,387.26,12,SMRT,BEST,IB,Short,260629007533.0,0,28.32,
09:38:30,TSLA,SS,386.4535,14,SMRT,BEST,IB,Short,260629007522.0,0,21.75,
09:38:26,TSLA,S,386.485,15,SMRT,BEST,IB,Margin,260629007495.0,0,23.78,
09:35:59,NVDA,B,194.87,43,SMRT,NASD,IB,Margin,260629006774.0,0,0.00,
09:35:59,NVDA,B,194.87,20,SMRT,NASD,IB,Margin,260629006774.0,0,0.00,
09:35:59,NVDA,B,194.87,100,SMRT,NASD,IB,Margin,260629006774.0,0,0.00,
09:35:59,NVDA,B,194.87,10,SMRT,BEST,IB,Margin,260629006774.0,0,0.00,
09:35:16,TSLA,S,385.305,17,SMRT,BEST,IB,Margin,260629006587.0,0,6.88,
09:34:19,TSLA,B,384.9,100,SMRT,BEST,IB,Margin,260629006339.0,0,0.00,
09:34:19,TSLA,B,384.9,75,SMRT,BEST,IB,Margin,260629006339.0,0,0.00,
