Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,ECNFee,P / L,
10:09:40,TSLA,B,395.0396,121,SMRT,BEST,IB,Margin,260708010670.0,0,0.00,
10:09:40,TSLA,B,395.04,23,SMRT,BEST,IB,Margin,260708010670.0,0,0.00,
10:09:13,TSLA,B,395.0997,100,SMRT,BEST,IB,Margin,260708010646.0,0,0.00,
10:09:13,TSLA,B,395.1,40,SMRT,IEX,IB,Margin,260708010646.0,0,0.00,
10:09:13,TSLA,B,395.0843,25,SMRT,BEST,IB,Margin,260708010646.0,0,0.00,
10:03:30,MU,S,950.03,37,SMRT,BEST,IB,Margin,260708010062.0,0,-253.03,
10:00:59,SPCX,SS,151.85,55,SMRT,BEST,IB,Short,260708009732.0,0,34.85,
10:00:26,SPCX,S,151.88,55,SMRT,BEST,IB,Margin,260708009643.0,0,36.50,
09:59:58,SPCX,B,151.22,70,SMRT,BEST,IB,Margin,260708009582.0,0,0.00,
09:59:58,SPCX,B,151.21,40,SMRT,BEST,IB,Margin,260708009582.0,0,0.00,
09:59:45,MU,B,957.4,12,SMRT,BEST,IB,Margin,260708009551.0,0,0.00,
09:59:44,MU,B,957.44,8,SMRT,BEST,IB,Margin,260708009548.0,0,0.00,
09:59:44,MU,B,957.44,3,SMRT,BEST,IB,Margin,260708009548.0,0,0.00,
09:59:35,MU,B,956.05,4,SMRT,ARCA,IB,Margin,260708009521.0,0,0.00,
09:59:35,MU,B,955.93,10,SMRT,ARCA,IB,Margin,260708009521.0,0,0.00,
09:59:04,SPCX,B,150.58,17,SMRT,NASD,IB,Margin,260708009443.0,0,-17.68,
09:59:04,SPCX,B,150.58,100,SMRT,NASD,IB,Margin,260708009443.0,0,-103.97,
09:59:04,SPCX,B,150.58,6,SMRT,NASD,IB,Margin,260708009443.0,0,-6.24,
09:58:58,SPCX,B,150.11,68,SMRT,BEST,IB,Margin,260708009410.0,0,-38.74,
09:58:58,SPCX,B,150.09,32,SMRT,BEST,IB,Margin,260708009410.0,0,-17.59,
09:58:58,SPCX,B,150.09,23,SMRT,BEST,IB,Margin,260708009410.0,0,-12.64,
09:57:21,SPCX,SS,149.5403,210,SMRT,BEST,IB,Short,260708009161.0,0,0.00,
09:57:21,SPCX,SS,149.54,36,SMRT,BEST,IB,Short,260708009161.0,0,0.00,
09:55:38,SPCX,B,149.79,73,SMRT,BEST,IB,Margin,260708008926.0,0,-1.03,
09:50:27,MU,S,941.6506,8,SMRT,BEST,IB,Margin,260708008093.0,0,-17.42,
09:50:27,MU,S,941.65,8,SMRT,BEST,IB,Margin,260708008093.0,0,-17.43,
09:49:29,SPCX,B,148.85,18,SMRT,BEST,IB,Margin,260708007894.0,0,16.66,
09:48:37,SPCX,B,149.21,9,SMRT,BEST,IB,Margin,260708007730.0,0,5.09,
09:48:37,SPCX,B,149.2,82,SMRT,BEST,IB,Margin,260708007730.0,0,47.22,
09:47:33,NVDA,S,198.88,26,SMRT,BEST,IB,Margin,260708007557.0,0,15.21,
09:47:19,SPCX,SS,149.75,20,SMRT,BEST,IB,Short,260708007513.0,0,0.00,
09:47:19,SPCX,SS,149.79,100,SMRT,BEST,IB,Short,260708007513.0,0,0.00,
09:47:15,SPCX,SS,149.76,25,SMRT,ARCA,IB,Short,260708007500.0,0,0.00,
09:47:15,SPCX,SS,149.77,8,SMRT,ARCA,IB,Short,260708007500.0,0,0.00,
09:47:15,SPCX,SS,149.76,29,SMRT,BEST,IB,Short,260708007500.0,0,0.00,
09:46:06,NVDA,S,199.32,6,SMRT,BEST,IB,Margin,260708007253.0,0,6.15,
09:45:52,MU,S,953,15,SMRT,BEST,IB,Margin,260708007204.0,0,137.58,
09:45:25,NVDA,S,198.75,32,SMRT,BEST,IB,Margin,260708007066.0,0,14.56,
09:44:53,NVDA,B,198.295,64,SMRT,BEST,IB,Margin,260708006959.0,0,0.00,
09:43:20,MU,S,946.22,30,SMRT,BEST,IB,Margin,260708006655.0,0,71.75,
09:41:48,MU,S,953.48,10,SMRT,BEST,IB,Margin,260708006387.0,0,96.52,
09:41:48,MU,S,953.56,5,SMRT,BEST,IB,Margin,260708006387.0,0,48.66,
09:40:47,MU,S,948.86,8,SMRT,BEST,IB,Margin,260708006189.0,0,40.25,
09:40:47,MU,S,949.18,10,SMRT,BEST,IB,Margin,260708006189.0,0,53.52,
09:40:21,MU,B,945.19,31,SMRT,BEST,IB,Margin,260708006050.0,0,0.00,
09:39:07,MU,B,940.21,21,SMRT,BEST,IB,Margin,260708005741.0,0,0.00,
09:36:58,MU,B,944.4795,12,SMRT,BEST,IB,Margin,260708005329.0,0,0.00,
09:35:56,MU,B,944.86,14,SMRT,BEST,IB,Margin,260708005103.0,0,0.00,
09:35:43,MU,B,944.555,5,SMRT,BEST,IB,Margin,260708005054.0,0,0.00,
09:35:43,MU,B,944.555,3,SMRT,BEST,IB,Margin,260708005054.0,0,0.00,
09:35:37,MU,B,944.5395,8,SMRT,BEST,IB,Margin,260708005017.0,0,0.00,
09:34:50,SPCX,B,151.8795,189,SMRT,BEST,IB,Margin,260708004822.0,0,-17.80,
09:33:16,SPCX,B,151.79,100,SMRT,BEST,IB,Margin,260708004429.0,0,-0.47,
09:33:16,SPCX,B,151.84,88,SMRT,BEST,IB,Margin,260708004429.0,0,-4.81,
09:32:05,SPCX,SS,151.78,16,SMRT,BEST,IB,Short,260708004111.0,0,0.00,
09:32:05,SPCX,SS,151.78,161,SMRT,BEST,IB,Short,260708004111.0,0,0.00,
09:32:05,SPCX,SS,151.78,100,SMRT,BEST,IB,Short,260708004111.0,0,0.00,
09:32:05,SPCX,SS,151.8,100,SMRT,BEST,IB,Short,260708004111.0,0,0.00,
