Time,Symbol,Side,Price,Qty,Route,Broker,Account,Type,Cloid,ECNFee,P / L,
09:37:50,AMD,SS,563.32,8,SMRT,BEST,IB,Short,260630007951.0,0,45.85,
09:37:45,AMD,SS,562.609,8,SMRT,BEST,IB,Short,260630007932.0,0,40.16,
09:37:03,AMD,SS,558.7,11,SMRT,BEST,IB,Short,260630007710.0,0,12.22,
09:37:03,AMD,SS,558.73,76,SMRT,BEST,IB,Short,260630007710.0,0,86.69,
09:34:54,AMD,SS,559.19,19,SMRT,BEST,IB,Short,260630007114.0,0,30.41,
09:33:33,AMD,B,557.78,47,SMRT,BEST,IB,Margin,260630006766.0,0,0.00,
09:33:33,AMD,B,557.78,47,SMRT,BEST,IB,Margin,260630006766.0,0,0.00,
09:32:26,AMD,B,557.41,100,SMRT,BEST,IB,Margin,260630006439.0,0,0.00,
09:32:04,AMD,S,556.64,100,SMRT,BEST,IB,Margin,260630006327.0,0,-6.27,
09:32:04,AMD,S,556.92,35,SMRT,BEST,IB,Margin,260630006327.0,0,7.61,
09:32:02,AMD,SS,556.805,14,SMRT,BEST,IB,Short,260630006318.0,0,1.43,
09:31:29,AMD,B,557.34,30,SMRT,BEST,IB,Margin,260630006140.0,0,0.00,
09:31:29,AMD,B,557.34,30,SMRT,BEST,IB,Margin,260630006140.0,0,0.00,
09:31:25,AMD,B,556.79,46,SMRT,BEST,IB,Margin,260630006114.0,0,0.00,
09:31:19,AMD,B,555.72,43,SMRT,BEST,IB,Margin,260630006070.0,0,0.00,
